,ID,LHON,MELAS,ADOA,Leigh,MERRF,KSS,Alpers,LBSL,PDD,PEO,MS,Parkin,ALS,AD,Epil,Schiz,FA,HSP,WD,name,synonyms
10,O75947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008914713394717316,0.0,0.0,0.0,0.0,0.0,"ATP synthase subunit d, mitochondrial isoform X2","['ATP5PD', 'ATP5H', 'ATPase subunit d', 'ATP synthase peripheral stalk subunit d', 'APT5H', 'ATP synthase subunit d, mitochondrial-like', 'ATPQ', 'ATP synthase subunit d, mitochondrial', 'ATP synthase subunit d, mitochondrial isoform X1\n']"
11,O95571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005692022109112186,0.0,0.0,0.0,0.0,"persulfide dioxygenase ETHE1, mitochondrial isoform X1","['ETHE1 isoform 3', 'ETHE1 persulfide dioxygenase', 'HSCO', 'Ethylmalonic encephalopathy 1, isoform CRA_b', 'Ethylmalonic encephalopathy protein 1', 'Ethylmalonic encephalopathy 1, isoform CRA_a', 'ETHE1 isoform 5', 'persulfide dioxygenase ETHE1, mitochondrial isoform X2', 'Persulfide dioxygenase ETHE1, mitochondrial', 'Hepatoma subtracted clone one protein', 'Sulfur dioxygenase ETHE1', 'ETHE1', 'cDNA, FLJ96390, highly similar to Homo sapiens protein expressed in thyroid (YF13H12), mRNA', 'Ethylmalonic encephalopathy 1', 'EC 1.13.11.18', 'PERSULFIDE DIOXYGENASE ETHE1, MITOCHONDRIAL', 'YF13H12', 'ETHE1 isoform 1', 'Lactamase_B domain-containing protein', 'Ethylmalonic encephalopathy 1 isoform 1', 'ethylmalonic encephalopathy 1, isoform CRA_b', 'ethylmalonic encephalopathy protein 1', 'ethylmalonic encephalopathy 1, isoform CRA_a', 'persulfide dioxygenase ETHE1, mitochondrial', 'hepatoma subtracted clone one protein', 'sulfur dioxygenase ETHE1', 'ethylmalonic encephalopathy 1', 'ethylmalonic encephalopathy 1 isoform 1\n']"
12,Q5JTZ9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005456264958310906,0.0,0.0035883058068801213,0.0,0.0,0.0,0.0,"Alanine--tRNA ligase, mitochondrial","['MT-ALARS', 'LKENP', 'Alanine--tRNA ligase', 'alanine--tRNA ligase, mitochondrial isoform X2', 'alanyl-tRNA synthetase 2, mitochondrial', 'EC 6.1.1.7', 'COXPD8', 'AlaRS', 'AARS2', 'AARSL', 'Alanyl-tRNA synthetase', 'MTALARS', 'alanine--tRNA ligase, mitochondrial isoform X1\n']"
13,P22307,0.0,0.0,0.0,0.0,0.0,0.0,0.00497275636023225,0.0,0.0,0.0,0.0,0.0,0.0,0.010927753369453857,0.0,0.0,0.0,0.0,0.0,SCP-2/3-oxoacyl-CoA thiolase,"['Sterol carrier protein X', 'SCP2 isoform 17', 'SCPX', 'SCP-2', 'Propanoyl-CoA C-acyltransferase', 'NLTP', 'SCP2', 'SCP-X', 'EC 2.3.1.176', 'Acetyl-CoA C-myristoyltransferase', 'Non-specific lipid-transfer protein', 'non-specific lipid-transfer protein isoform X2', 'EC 2.3.1.16', 'SCP-chi', 'EC 2.3.1.155', 'sterol carrier protein 2', 'SCP2 isoform 9', 'SCOX', 'Sterol carrier protein 2', 'SCP-2/thiolase', 'Straight-chain acyl-CoA oxidase', 'SCP-CHI', 'SCP2 isoform 3', 'NSL-TP', 'sterol carrier protein X', 'non-specific lipid-transfer protein', 'straight-chain acyl-CoA oxidase\n']"
14,P11177,0.0,0.0,0.0,0.010011236119195984,0.0,0.0,0.0,0.0,0.029048558864866077,0.0,0.0,0.0033046514732309696,0.0,0.006749643770803916,0.005580160651988682,0.0035668136639813506,0.0,0.0,0.0,EC 1.2.4.1,"['pyruvate dehydrogenase E1 component subunit beta, mitochondrial isoform X3', 'Pyruvate dehydrogenase E1 component subunit beta', 'pyruvate dehydrogenase E1 subunit beta', 'PDHBD', 'pyruvate dehydrogenase E1 component subunit beta, mitochondrial isoform X2', 'PHE1B', 'Pyruvate dehydrogenase E1 component', 'pyruvate dehydrogenase E1 component subunit beta, mitochondrial-like', 'UPI001B346236 UniRef100 entry', 'PDHB', 'pyruvate dehydrogenase E1 component subunit beta, mitochondrial', 'Pyruvate dehydrogenase E1 component subunit beta, mitochondrial', 'PDHE1B', 'Pyruvate dehydrogenase E1 subunit beta', 'UPI001B34A53E UniRef100 entry', 'pyruvate dehydrogenase E1 component subunit beta, mitochondrial isoform X1', 'PDHE1-B', 'pyruvate dehydrogenase E1 component subunit beta', 'pyruvate dehydrogenase E1 component\n']"
15,Q6ZT89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033710514205030173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Solute carrier family 25 member 48,"['solute carrier family 25 member 48', 'SLC25A48\n']"
16,P16219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282163266300048,0.0,0.0,0.0,0.0,0.015960073649118837,0.0036261534693958963,0.0,0.0,0.0,EC 1.3.8.1,"['Acyl-CoA dehydrogenase short chain', 'ACAD3', 'SCAD', 'Short-chain-specific acyl-CoA dehydrogenase, mitochondrial', 'Uncharacterized protein DKFZp469O0733', 'short-chain specific acyl-CoA dehydrogenase, mitochondrial', 'Epididymis secretory sperm binding protein', 'ACADS', 'ACADS isoform 1', 'acyl-CoA dehydrogenase short chain', 'Mitochondrial short-chain specific acyl-CoA dehydrogenase', 'Acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain', 'short-chain specific acyl-CoA dehydrogenase, mitochondrial isoform X2', 'short-chain specific acyl-CoA dehydrogenase, mitochondrial isoform X1', 'Short-chain acyl-CoA dehydrogenase', 'Acyl-CoA dehydrogenase, C-2 to C-3 short chain', 'Short-chain specific acyl-CoA dehydrogenase, mitochondrial', 'Butyryl-CoA dehydrogenase', 'short-chain-specific acyl-CoA dehydrogenase, mitochondrial', 'uncharacterized protein DKFZp469O0733', 'epididymis secretory sperm binding protein', 'mitochondrial short-chain specific acyl-CoA dehydrogenase', 'short-chain acyl-CoA dehydrogenase\n']"
17,P12694,0.0,0.0,0.0,0.0,0.0,0.014342765427287659,0.0,0.0,0.0,0.0,0.00892581956843819,0.00533526268855006,0.0,0.0,0.005680382748890453,0.0,0.0,0.0,0.0,MSU,"['BCKDHA', 'BCKDH E1-alpha', 'Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain', 'EC 1.2.4.4', 'UPI001B345C82 UniRef100 entry', '2-oxoisovalerate dehydrogenase subunit alpha', '2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial', 'BCKDE1A', '2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial isoform X1', 'OVD1A', 'branched chain keto acid dehydrogenase E1 subunit alpha', 'MSUD1', 'branched-chain alpha-keto acid dehydrogenase E1 component alpha chain\n']"
18,Q92667,0.0,0.0,0.007910008093889555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011753961176059341,0.005448555440721942,0.0,0.010799303580764594,0.0,0.0,0.0,0.0,AKAP1 isoform 5,"['A-kinase anchor protein 1, mitochondrial isoform X1', 'AKAP1 isoform 7', 'AKAP1 isoform 13', 'Protein kinase A-anchoring protein 1', 'AKAP1 isoform 4', 'AKAP1 isoform 16', 'AKAP1', 'AKAP1 isoform 17', 'AKAP1 isoform 2', 'A-kinase anchor protein 1, mitochondrial', 'AKAP1 isoform 14', 'D-AKAP1', 'Tudor domain-containing protein', 'A kinase anchor protein 1, mitochondrial', 'AKAP84', 'cDNA FLJ56047, highly similar to A kinase anchor protein 1, mitochondrial', 'A-kinase anchor protein 1, mitochondrial isoform X2', 'AKAP121', 'AKAP1 isoform 8', 'AKAP1 isoform 3', 'PRKA1', 'S-AKAP84', 'AKAP1 isoform 10', 'AKAP 149', 'SAKAP84', 'A-kinase anchoring protein 1', 'Testicular secretory protein Li 5', 'Spermatid A-kinase anchor protein 84', 'PPP1R43', 'D-AKAP-1', 'A-kinase anchor protein 149 kDa', 'TDRD17', 'AKAP1 isoform 1', 'AKAP149', 'AKAP1 isoform 18', 'AKAP1 isoform 15', 'Dual specificity A-kinase-anchoring protein 1', 'AKAP', 'AKAP1 isoform 12', 'AKAP1 isoform 9', 'AKAP1 isoform 11', 'protein kinase A-anchoring protein 1', 'tudor domain-containing protein', 'testicular secretory protein Li 5', 'spermatid A-kinase anchor protein 84', 'dual specificity A-kinase-anchoring protein 1\n']"
19,Q6J4K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006090560658826115,0.005345096063751501,0.0,0.0,0.0,0.0,0.003919984272124875,0.0,0.0,SLC8B1 isoform 5,"['Solute carrier family 8 member B1', 'SLC8B1 isoform 9', 'SLC8B1 isoform 4', 'Sodium/calcium exchanger protein, mitochondrial', 'SLC24A6', 'Solute carrier family 24 (Sodium/potassium/calcium exchanger), member 6', 'mitochondrial sodium/calcium exchanger protein isoform X2', 'SLC8B1 isoform 7', 'SLC8B1 isoform 3', 'Mitochondrial sodium/calcium exchanger protein', 'cDNA FLJ54586, highly similar to Sodium/potassium/calcium exchanger 6', 'NCKX6', 'SLC8B1 isoform 6', 'SLC8B1 isoform 15', 'NCLX', 'SLC8B1', 'SLC8B1 isoform 13', 'solute carrier family 8 member B1', 'Na(+)/K(+)/Ca(2+)-exchange protein 6', 'Solute carrier family 24 member 6', 'Sodium/potassium/calcium exchanger 6', 'sodium/calcium exchanger protein, mitochondrial', 'solute carrier family 24 (Sodium/potassium/calcium exchanger), member 6', 'mitochondrial sodium/calcium exchanger protein', 'solute carrier family 24 member 6', 'sodium/potassium/calcium exchanger 6\n']"
20,Q13825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003587745362434019,0.0,0.0,0.005082361887060725,0.0,"methylglutaconyl-CoA hydratase, mitochondrial isoform X3","['AU RNA binding protein/enoyl-CoA hydratase', 'Itaconyl-CoA hydratase', 'methylglutaconyl-CoA hydratase, mitochondrial isoform X1', 'EC 4.2.1.56', 'EC 4.2.1.18', 'AUH', 'AUH isoform 1', 'AU RNA binding methylglutaconyl-CoA hydratase', 'AU-specific RNA-binding enoyl-CoA hydratase', 'Methylglutaconyl-CoA hydratase, mitochondrial', 'methylglutaconyl-CoA hydratase, mitochondrial isoform X2', 'AU-binding protein/enoyl-CoA hydratase\n']"
21,Q9BSE5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007193241973841502,0.0,0.0,0.005080084725432499,0.005513774861097601,"Agmatine ureohydrolase (Agmatinase), isoform CRA_a","['agmatinase', 'agmatinase, mitochondrial isoform X2', 'EC 3.5.3.11', 'Agmatine ureohydrolase (Agmatinase)', 'Agmatinase', 'agmatinase, mitochondrial', 'Agmatinase, mitochondrial', 'AUH', 'AGMAT isoform 1', 'Agmatine ureohydrolase', 'AGMAT', 'agmatinase, mitochondrial isoform X1', 'agmatine ureohydrolase (Agmatinase), isoform CRA_a', 'agmatine ureohydrolase (Agmatinase)', 'agmatine ureohydrolase\n']"
22,O95182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003839290146993949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NADH-ubiquinone oxidoreductase subunit B14.5a,"['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7', 'Macaca fascicularis brain cDNA clone: QflA-18314, similar to human NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7,14.5kDa (NDUFA7), mRNA, RefSeq: NM_005001.1', 'NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 isoform X1', 'NADH:ubiquinone oxidoreductase subunit A7', 'Complex I-B14.5a', 'B14.5a', 'NDUFA7', 'CI-B14.5a', 'macaca fascicularis brain cDNA clone: QflA-18314, similar to human NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7,14.5kDa (NDUFA7), mRNA, RefSeq: NM_005001.1', 'complex I-B14.5a\n']"
23,Q9HAV7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005350113625759658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HMGE,"['GrpE', 'grpE protein homolog 1, mitochondrial', 'Mt-GrpE#1', 'GrpE protein homolog', 'GRPEL1', 'grpE protein homolog 1, mitochondrial isoform X2', 'grpE protein homolog 1, mitochondrial precursor', 'GrpE protein homolog 1, mitochondrial', 'GrpE like 1, mitochondrial', 'mt-GrpE#1\n']"
24,P11498,0.0,0.0,0.0,0.009996906018664618,0.0,0.0,0.009938598653320122,0.0,0.025526570668725976,0.0,0.011966916720146815,0.016455572890376184,0.016255408155472866,0.012108536643600685,0.018034467676545145,0.0,0.007672341124331923,0.0,0.0,"pyruvate carboxylase, mitochondrial precursor","['Pyruvate carboxylase', 'pyruvate carboxylase', 'pyruvate carboxylase, mitochondrial isoform X4', 'PCB', 'pyruvate carboxylase, mitochondrial', 'pyruvate carboxylase, mitochondrial isoform X1', 'EC 6.4.1.1', 'pyruvate carboxylase, mitochondrial isoform X3', 'PC isoform 12', 'Pyruvate carboxylase, mitochondrial', 'pyruvate carboxylase, mitochondrial isoform X2', 'UPI001B34D271 UniRef100 entry', 'Pyruvic carboxylase', 'pyruvic carboxylase\n']"
25,Q96DC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005446827191841565,0.0,0.0,0.0,0.0,0.0,ECHDC3 isoform 2,"['ECHDC3', 'ECHDC3 isoform 4', 'Testis tissue sperm-binding protein Li 76m', 'enoyl-CoA hydratase domain-containing protein 3, mitochondrial isoform X2', 'enoyl-CoA hydratase domain-containing protein 3, mitochondrial', 'Enoyl-CoA hydratase domain containing 3', 'enoyl-CoA hydratase domain-containing protein 3, mitochondrial isoform X1', 'enoyl-CoA hydratase domain containing 3', 'Enoyl-CoA hydratase domain-containing protein 3, mitochondrial', 'testis tissue sperm-binding protein Li 76m\n']"
26,Q9NS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005346038245840182,0.0034396675024150466,0.0,0.0,0.0,0.0,0.0,0.0,GLRX2 isoform 3,"['Glutaredoxin domain-containing protein', 'GLRX2 protein', 'glutaredoxin 2 isoform X3', 'GLRX2', 'glutaredoxin 2', 'Glutaredoxin-2, mitochondrial', 'Glutaredoxin 2', 'GRX2', 'glutaredoxin 2 isoform X1', 'CGI-133', 'glutaredoxin domain-containing protein', 'glutaredoxin-2, mitochondrial\n']"
27,P23786,0.0,0.0,0.0,0.004367574989770528,0.0,0.004972266306001216,0.0,0.0,0.0,0.0,0.003836373376833303,0.005346296375468618,0.0,0.007995180334555398,0.0,0.0036356298854435115,0.0,0.0,0.0,CPT2 isoform 6,"['CPT2 isoform 3', 'Carnitine O-palmitoyltransferase 2, mitochondrial', 'carnitine O-palmitoyltransferase 2, mitochondrial isoform X1', 'Carnitine O-palmitoyltransferase II, mitochondrial variant', 'CPT2 isoform 2', 'CPTASE', 'EC 2.3.1.21', 'carnitine O-palmitoyltransferase 2, mitochondrial isoform X3', 'carnitine O-palmitoyltransferase 2, mitochondrial isoform X2', 'CPT2 isoform 1', 'Carn_acyltransf domain-containing protein', 'CPT2', 'carnitine palmitoyltransferase 2', 'CPT2 isoform 8', 'IIAE4', 'CPT2 isoform 5', 'Carnitine palmitoyltransferase 2', 'CPT II', 'carnitine O-palmitoyltransferase 2, mitochondrial', 'CPT1', 'Testicular secretory protein Li 13', 'CPT2 isoform 4', 'Carnitine palmitoyltransferase II', 'carnitine O-palmitoyltransferase II, mitochondrial variant', 'carn_acyltransf domain-containing protein', 'testicular secretory protein Li 13', 'carnitine palmitoyltransferase II\n']"
28,Q8NBU5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00609114585522061,0.003370528426271671,0.003439391731453328,0.0,0.0,0.0,0.0,0.0,0.0,Msp1,"['FNP001', 'HKPX4', 'AFDC1', 'EC 7.4.2.-', 'ATPase family, AAA domain containing 1', 'ATPase family AAA domain-containing protein 1 isoform X6', 'AAA domain-containing protein', 'ATAD1 isoform 2', 'Thorase', 'ATAD1', 'ATPase family AAA domain containing 1', 'ATPase family AAA domain-containing protein 1 isoform X3', 'THORASE', 'hATAD1', 'ATPase family AAA domain-containing protein 1', 'ATPase family AAA domain-containing protein 1 isoform X2', 'ATAD1 isoform 3', 'Outer mitochondrial transmembrane helix translocase', 'ATPase family AAA domain-containing protein 1 isoform X1', 'msp1', 'thorase', 'outer mitochondrial transmembrane helix translocase\n']"
29,Q9HCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013519433024591816,0.003421467937184569,0.013584621602610722,0.010283998916254741,0.0,0.0,0.0,GPAT-1,"['glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X2', 'glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X1', 'GPAM', 'cDNA FLJ23943 fis, clone HEP04035, highly similar to Glycerol-3-phosphate acyltransferase, mitochondrial', 'glycerol-3-phosphate acyltransferase 1, mitochondrial', 'Glycerol-3-phosphate acyltransferase 1, mitochondrial', 'EC 2.3.1.15', 'GPAT', 'P90', 'Glycerol-3-phosphate acyltransferase, mitochondrial', 'GPAT1', 'glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X3', 'glycerol-3-phosphate acyltransferase, mitochondrial', 'UPI001B35200D UniRef100 entry\n']"
